metal,route,transport_mode,alloy_grade,mass_kg,electricity_kWh,grid_co2_g_per_kWh,transport_km,yield_frac,recycled_input_frac,end_of_life_recovery_frac,GWP_kgCO2e,energy_MJ,circularity_index
aluminium,raw,truck,6061,4259.176386279107,1263.1317331429018,247.26160018921044,1481.6118752631046,0.6749987614288091,0.19045015560751888,0.011497972397297773,488.11024579700575,5404.251624075293,0.5493834993579068
aluminium,recycled,truck,1100,1385.9954229905761,903.211857308321,212.42782966657006,1937.3419781975642,0.9229334531024176,0.9825924720105879,0.6211344506719487,241.31646041865181,4076.466788041581,83.57090172455447
aluminium,recycled,ship,6061,2485.1774850378456,881.2567524217832,124.00908634798527,916.3876297514415,0.9726831863146935,0.8076906200131714,0.4061238076312438,115.11666734968392,3686.022295354919,59.44314605609299
copper,recycled,rail,Cu-PHC,1397.3521899134075,783.4583509759988,111.18303441453904,1660.7496064238655,0.9323569814376511,0.7098297922820648,0.3147564928607691,179.04900722282017,3834.629570344587,56.43593571287846
aluminium,recycled,rail,2024,1690.1231750023585,995.1491999913085,891.8293921477167,1950.3871559714466,0.5335338257701445,0.6771599579223208,0.9855022916368356,967.2353843219948,4542.43526792773,68.08762866854856
copper,raw,ship,Cu-OF,2765.9614168034877,1420.9218454673874,140.57997040485094,1748.2116104014485,0.825153578653628,0.5870258819337626,0.46614213556031514,376.4345357599226,6214.1731288367955,53.58219267105936
copper,recycled,truck,Cu-OF,806.4906112558515,548.478908747459,758.0989988859217,462.0279960749406,0.5600453532857756,0.720670323249132,0.7498392836454242,373.95481999819583,2131.1783081999683,71.95293799762031
copper,raw,truck,Cu-ETP,1481.7844831697294,1318.7186372112865,884.7865866204613,25.983409112489642,0.5028315002628984,0.42190555621932047,0.17741241725123624,1179.989182169389,4499.403783814084,29.686016937827443
aluminium,recycled,rail,5052,4709.201725882028,660.9502153533865,188.25206370621183,989.242593722946,0.5258917219715338,0.8452881080201297,0.013455257741813775,140.9424248830998,2973.9833648352387,56.24652169781154
copper,raw,truck,Cu-DHP,2597.5233169632,1499.6017679901024,492.6712814497159,1067.408055073581,0.9580745982235286,0.6963459560952808,0.417562619448016,753.3977148459454,5766.408400568408,54.46021804743087
aluminium,raw,ship,5052,2504.239366900425,1305.200544826116,966.072684856849,410.48822545682754,0.9542317571301968,0.7712531123795491,0.6656648349426617,1138.04486705214,4492.837411048223,74.42043824881605
copper,recycled,ship,Cu-DHP,565.552196380755,306.0686589965015,850.7247944712266,576.5020399741671,0.6129121938820169,0.7924874221659796,0.5065986961834594,287.8715510756955,1337.2571168472737,64.65403972781742
copper,raw,rail,Cu-ETP,1613.298861762556,989.2852287109056,540.7336286720695,1532.6547900886083,0.7735306073993131,0.09207004570890254,0.890466257624391,663.9331733338969,4619.3536989164995,49.43805816302104
copper,raw,ship,Cu-ETP,4398.315961919816,1365.523373726476,786.3140015123976,945.9910448391362,0.9775141311329631,0.05564077268773793,0.4339793511871648,1264.5751014216796,5674.56215750906,20.012822335219074
copper,recycled,ship,Cu-DHP,1240.8279271640095,568.070205904927,850.0398619884975,641.5346263645107,0.7483530648483813,0.8009858684847359,0.3110028131530912,466.4866786625246,2233.2844172246205,63.878304513588674
copper,raw,rail,Cu-DHP,2368.0622279062445,1168.500148686257,413.2242668698474,1249.0257944502196,0.696788910072879,0.2593840210382462,0.9160486762076435,555.1275979429049,4478.035141781137,55.253445881318754
copper,recycled,ship,Cu-DHP,564.4890764015056,873.0137517670012,902.9376251829648,1308.9919143924894,0.7416243470223123,0.5819698075118143,0.4068022786343809,870.302853756467,3719.644996597728,56.918423476941705
copper,recycled,ship,Cu-PHC,2652.5096675175014,851.7809448168446,523.4259877094411,1541.0975959131963,0.895107880775972,0.44371085521898623,0.26964786163961163,572.7012293829351,4036.570236974662,38.138982074303385
copper,recycled,ship,Cu-DHP,594.5949802679772,486.7168426824055,575.0266272029469,321.8514985682091,0.7386388162666176,0.022039203667634233,0.0976610768100804,295.30596115400823,1894.3834228658334,0.0
aluminium,raw,truck,6061,4188.242988796099,1325.4348772685198,999.7368740396479,1485.6193321307107,0.8916388406411848,0.04028125816627148,0.7933097732158209,1357.2497585325063,5462.703988556853,36.364175066143375
aluminium,raw,rail,6061,4211.841953691966,1709.0893259602437,858.9726695369451,1202.8625002997328,0.7158487228204664,0.8271252422787957,0.8250914607978431,1577.3291599377137,6546.755465495187,84.0168661924696
copper,raw,rail,Cu-OF,4044.8398473606644,1443.6114426266179,425.593005195682,124.56801195256627,0.6260028356056915,0.6076775614887239,0.03329778356517199,572.6672951193781,5187.884944573246,22.611674497133297
copper,recycled,rail,Cu-DHP,1775.138310010032,624.9581536790922,109.31103682542995,1557.1168002242882,0.6632363649093103,0.5238430787368449,0.35864559840152477,160.45013240098862,3156.7226368773495,37.4167897932937
copper,raw,truck,Cu-PHC,4267.567481998181,1277.6542266702604,663.5566664145052,772.3297598530382,0.538911732318583,0.9443520834717503,0.7498764545979597,752.6478941748609,5006.973611453818,90.18588994098296
aluminium,recycled,truck,5052,2943.491596723712,654.148570815376,733.522083515297,667.4580593159787,0.7486905722046382,0.17311502592884487,0.9463818474880539,547.7528924604952,2661.526803773317,55.344147929226246
copper,recycled,rail,Cu-PHC,2182.1364899015107,780.4816127871147,685.7224211290417,901.6695516474524,0.5740554624445116,0.2579708396587985,0.377818283844905,484.5624751447903,3366.649504325931,30.177482967692807
aluminium,raw,truck,2024,3313.9848186690483,1579.2734570694138,971.0761160468918,698.8884038391968,0.9057735031673664,0.7567390782356272,0.8720534313794935,1487.9949736766089,6056.431387041754,84.3326417172552
aluminium,recycled,rail,6061,555.534707271683,802.108106778798,876.6739245989298,683.188328497719,0.7102952870784471,0.7752352279579294,0.3937204065321951,703.3574661985324,3382.6069665688397,62.80872963998326
aluminium,raw,truck,5052,1143.3239492033847,1236.0651336470376,503.94852386258367,1618.0745587242448,0.8825011619958616,0.40489719643916444,0.17949462724264809,873.5538900799118,5080.066827623512,31.655653909257133
aluminium,raw,ship,6061,3840.3209217661824,1749.5609775066923,156.57173872514286,257.76545618772764,0.9772302137693167,0.95097843464376,0.0034461437768696923,204.82496195060736,6514.736020661777,56.48065798021962
aluminium,raw,ship,2024,1598.7272392226885,1569.2708522306436,528.4528925517973,1941.4941350363426,0.9247389748566179,0.9382545777151706,0.3301810231528798,901.6106367428417,6913.91375627753,69.90612801504565
copper,raw,rail,Cu-DHP,3191.041027979373,1015.6146568157808,720.3196179658208,1114.313972304943,0.9757318398729098,0.012409715060159532,0.37847505072737153,865.7107128883324,4540.6159515049885,17.825613269688525
copper,raw,truck,Cu-DHP,2232.9617127036336,1263.8316701898316,646.9388274043041,374.0187568584127,0.7839682634353651,0.17232790234072504,0.9451175288873361,777.7597343062786,4477.78290190361,46.13579837968853
copper,recycled,truck,Cu-DHP,4346.6260045966765,706.478012543984,584.3233609397964,271.11881103405614,0.5826622169902709,0.8202194416838713,0.20607025242062282,350.0657819507376,2655.6112304478897,63.68947572293768
copper,recycled,ship,Cu-PHC,4785.868876984896,615.4622020099353,521.9370622137171,1187.1039689486154,0.9676979770918503,0.3352166848260083,0.3822307080175047,407.61215875768687,2624.379346470452,30.40120328483585
copper,recycled,ship,Cu-DHP,4476.041277665857,730.8610427736135,364.3856857246477,1269.6688932553866,0.9342521952983854,0.09546267869982838,0.025154129823113158,407.89257430846425,3107.5689137473146,15.239649740877557
aluminium,raw,truck,5052,1717.789976121185,1548.8723687571746,349.6120855521663,115.52128434932342,0.9322064955334642,0.7849991744235836,0.7635397350913864,442.6190344688984,5638.916899029225,76.56408223532944
copper,raw,truck,Cu-OF,1373.7329107073701,1468.661749219289,550.2083310332217,493.57380911628377,0.8466372137043592,0.45458350557520943,0.9151412362549867,811.5042029416912,4973.110065663715,63.62048763158681
copper,raw,truck,Cu-OF,2634.9570212933077,932.218247159584,244.5428317866841,1592.96922323072,0.8124581310930397,0.49241078671537186,0.23782064727649188,277.4826657596832,4239.53475446101,35.91913738733664
aluminium,recycled,truck,5052,533.0036787628112,563.7474250817363,406.6168812173214,108.75300920961574,0.5073619459306657,0.18636938881617127,0.4289951106401645,232.91038033586182,2141.9208152544034,30.38907881229926
copper,raw,truck,Cu-ETP,616.1422678843178,1004.2029821726039,391.5813472390896,1711.626441173012,0.8740270345440582,0.6608950539389278,0.12211262136599399,486.8174628187997,4453.862077699861,42.65491023192956
aluminium,recycled,truck,1100,2989.8078783035003,914.1026423625992,628.4195214257808,1319.7433282874038,0.5457675587414028,0.5512413181226177,0.45683543031289076,774.0138453184612,3784.6359575691017,48.97077015129273
copper,recycled,rail,Cu-DHP,2842.022318743787,687.3575236498853,160.01407032672213,874.5022861327776,0.6298754680512879,0.2066729377890758,0.1333424636440954,182.98035828741314,2876.227146921249,20.79893042295607
aluminium,raw,truck,1100,4975.61895065867,1735.2353161258166,846.7018122385856,699.4013694521226,0.7757451476756685,0.3403315084392068,0.5233484944191521,1374.640034362618,7294.6696590064275,47.1597187884167
copper,raw,ship,Cu-PHC,1408.2882591369116,1339.726471730339,606.1405423459619,48.305438059298986,0.7258662924380208,0.596879287336172,0.7346220404322331,674.3906890276878,4721.050817687673,59.98711097868533
copper,recycled,rail,Cu-OF,1661.467681222108,605.0132925387554,703.7440126983417,1652.1777420461676,0.507887194885723,0.9248722554334101,0.5533427748141682,531.4911053543592,2885.7941985578605,81.75393755153918
aluminium,raw,truck,1100,1010.9328904682901,1795.0990754781783,732.7845133834895,294.0164893973908,0.9119925292258562,0.9203763503214917,0.24521957838737596,1477.8390062760636,5845.278117103371,71.27082250689122
aluminium,recycled,ship,2024,4628.943543441851,659.6647737015795,362.33572315828286,625.9885638055553,0.9394004790429632,0.287905904397483,0.3537959854689051,313.4842749575944,2828.074176342991,22.601228851872236
aluminium,raw,rail,1100,4000.1506000630284,1699.9149958712724,523.3344106463799,1142.5228909219795,0.8409364717483834,0.7356209777598849,0.6385727377056324,817.4958145856455,6276.046466410299,65.44979832472436
aluminium,raw,ship,1100,4200.526001555814,1456.0742233163517,960.6213602827005,499.52527414179593,0.7705339293284112,0.7755190805238095,0.5897554177893252,1399.010937101102,5515.852969458727,76.24051931634108
aluminium,recycled,truck,5052,4562.437045840289,889.2410833254405,790.0347141971334,999.3095228668807,0.9803689194497357,0.8088230999827948,0.13677478812133348,802.9034915827776,4090.7554529409904,55.866155526646345
aluminium,raw,truck,6061,2862.049940266272,1636.3610822714604,972.6011877008668,1620.5922291900176,0.559978103874096,0.57076228475148,0.8449494735661027,1468.980676904366,6824.939056657052,76.59016938115515
aluminium,recycled,truck,5052,2530.3693615282564,880.2524523142017,771.6289106316594,946.370490232647,0.8689550268324946,0.0105079980995878,0.4751889122470154,852.983733515072,3707.3218839022184,18.751488601497716
aluminium,raw,truck,1100,1986.7616314952743,1284.3043818651558,258.0401257376657,1898.464914797996,0.564180306447599,0.7616762854462485,0.16236922452639302,413.80117606506553,5481.951207547857,49.56518880388637
copper,recycled,rail,Cu-DHP,3151.4657645653497,565.7706064487596,158.08229546020863,1696.52623454892,0.6909223994617079,0.10659744982935004,0.12282654257472925,243.0781747588091,2930.305112788037,18.115722786273253
copper,recycled,rail,Cu-ETP,2544.252785554201,636.8630267598746,619.8952930476972,672.7480783731545,0.7927422545854894,0.11687138622040183,0.9655517746451302,462.83492310486207,2639.0290541926047,41.45628540538253
aluminium,raw,ship,2024,2532.045139725088,1709.426255507158,422.0319517323486,805.9246279220362,0.8685438452521761,0.6056248026461527,0.281535111173546,820.6740703654601,6734.040647733387,46.37857434882192
copper,recycled,truck,Cu-OF,4716.175386790125,566.1874492791434,347.91211912435324,852.4201867748291,0.5018580501359919,0.9835205210253016,0.9085935879163759,212.0411400128015,2166.7126250673864,98.15239217468812
copper,raw,ship,Cu-DHP,4928.141814256086,1451.248382882551,826.4898967828757,1256.0971113197843,0.6302989431858881,0.24253947326579983,0.4105852987689389,1258.7907977645007,5963.596000890966,34.26809893675013
copper,raw,rail,Cu-OF,4084.1797519831134,1164.2245338151265,430.2939403737526,580.7235010851942,0.7691001957049102,0.6458108800512076,0.3859214304531903,470.73423584488506,4578.701134511078,50.19724712096375
copper,raw,truck,Cu-DHP,3905.4114061111773,1229.267915557807,385.3008727608735,1938.805786256792,0.7664368395807535,0.303653645737601,0.700928969649432,602.350098660409,6081.882514041033,47.559798712671075
aluminium,recycled,truck,6061,3562.5117280059567,977.7714097656806,864.9888338521093,1221.2815990009667,0.818813217473132,0.8987261136105297,0.009883287775461436,946.4657143602843,4129.733539396536,52.86438103313209
copper,recycled,rail,Cu-ETP,1247.3368355008117,649.8406106532861,861.6586028378141,804.8093008948557,0.6519267904341113,0.593516892113864,0.3380895216303905,638.9187535509315,2772.2160348022744,40.72096016754683
aluminium,raw,rail,1100,765.9761939404453,1776.1308434296948,420.72997397955095,1293.569532828219,0.7702646255444678,0.20747732765647087,0.3026457121918089,932.4318584194928,7180.380829037037,22.249068275278663
copper,raw,rail,Cu-ETP,3608.268418009684,1296.2014983084766,849.2488308873696,796.8559709541182,0.5948933887172883,0.2621310504454283,0.8680980942840464,1185.411073584366,5172.254548429007,42.28034489811256
copper,recycled,rail,Cu-PHC,3779.538000154592,613.6256724405606,865.7006412993944,1637.4134051490437,0.5934361072017278,0.43248073041812096,0.5291235390207832,675.7214450431983,2841.003682961602,43.81649066984385
copper,raw,rail,Cu-PHC,711.3784599416291,914.1551806684776,481.53748152669965,1140.0035114979253,0.7882819817113034,0.1220435620298127,0.3645701572242519,529.510081119734,4018.9502562378184,15.897429451600683
aluminium,raw,truck,6061,4676.232876029817,1448.239738548198,159.8258171882544,93.52130177807334,0.8427362925226705,0.07873336826348165,0.2660793102997181,229.75110810114617,5019.131370339586,19.236299024570883
copper,recycled,rail,Cu-DHP,910.1328775010489,479.5490515560963,101.4261800197061,361.7461661726869,0.5601999833406439,0.6800613957479561,0.5905098088106291,18.24260489002361,1946.0289426313732,65.92589581138047
aluminium,raw,truck,1100,1786.5524019704108,1648.8634007324936,570.9632166000955,1731.3380063287739,0.5613949509521117,0.4071650620891203,0.15167314054336467,1102.2388380508582,6509.409128886794,38.18993871721282
copper,recycled,truck,Cu-ETP,3525.75415759417,424.96660509212745,409.6679440333201,1130.1706544500119,0.7826513457302252,0.726225791870277,0.2462047685087816,204.34075779414195,2071.663823589124,48.81291278356323
aluminium,raw,rail,2024,1264.4266748201435,1323.132052376443,997.4187047425294,1901.183518262671,0.6350478761418228,0.11005820043762149,0.29361216506474974,1663.5994710906793,5579.469149290866,18.964357212428407
copper,recycled,rail,Cu-PHC,749.3714979900999,413.7114259424261,795.1698996645558,154.12040259276273,0.6961995511205572,0.6098655479010957,0.607908947606941,266.1705199690845,1546.92019800842,55.39342375271478
aluminium,raw,truck,2024,1990.159201238674,1275.3693678937416,785.1479107153713,597.5686538710881,0.7003742238237889,0.44330679336974044,0.37325495901647543,1031.5940365313277,4869.813232509876,38.37069585355538
aluminium,raw,rail,1100,3946.872086848306,1386.6042022025324,959.7184914586093,395.15131274674945,0.5892764296424582,0.057998654457028564,0.5057833001200495,1195.2684073922344,5285.954155387828,21.71391782505207
copper,recycled,rail,Cu-DHP,2361.5540554336712,831.553268666055,898.9519581039888,1112.142181535185,0.5006573167153132,0.5448019782759769,0.6504382637665866,728.19343028039,3532.593901725642,68.57388651231209
aluminium,raw,rail,2024,3438.378148585727,1664.957083383573,386.36873151074985,771.7577338490196,0.9265759049845037,0.08280427471454577,0.9562716008076872,713.5433540204735,6658.683452992168,45.03857127773302
copper,recycled,ship,Cu-ETP,3108.285937526615,741.150729784076,249.3884994434887,322.9743328120225,0.8575009844488442,0.8277197477910081,0.7648373971027523,125.00520804657016,2754.1404561987874,79.61786681205723
copper,raw,truck,Cu-OF,599.9831691151119,1378.4020833899776,771.303038558934,1289.0763087794983,0.8452692790577827,0.6319574653900288,0.4052567805721077,1103.0092950220762,5727.250718302715,59.522767523098636
copper,recycled,ship,Cu-OF,4948.42994170568,461.650733597743,440.4465043145857,1077.2337479364012,0.7732525690566598,0.5569675337604484,0.7482753743972568,286.34102303906286,2108.962505435623,66.71404308851467
copper,recycled,rail,Cu-PHC,686.4263996872448,832.4650144514927,525.8553864678609,556.7251400796389,0.8504848272890602,0.13346900446965904,0.9496941809192125,474.0924994290882,3567.161770738997,45.71549257282041
copper,recycled,ship,Cu-PHC,4855.112319418183,382.3820250849626,667.3579581473442,964.7450019869318,0.967844188773813,0.287457113504083,0.4993805456541248,351.9719107646239,1899.2836952130485,40.59861853294225
copper,recycled,rail,Cu-OF,2974.3888026397917,501.80743602934916,917.0854092417165,1494.019246931967,0.8328368681146456,0.49287589713529933,0.4104969331228897,516.5701498380437,2464.5043809466515,44.46363822604383
copper,raw,ship,Cu-OF,4834.2156217927995,1252.0488713804057,477.17897830386937,418.4906323558105,0.632545700963725,0.633283513639688,0.07801869900073655,607.5874720168031,5125.676059416825,56.04595783358731
copper,raw,rail,Cu-DHP,1016.3911973622595,961.7430530052004,804.9852011974252,592.8824359364409,0.785280025870449,0.18323071874215557,0.8923703706508622,733.6231398054317,3856.1605208841393,52.78872206888581
copper,recycled,ship,Cu-PHC,2706.8383363348094,738.078112665855,341.5058121471917,698.7608643172891,0.7211622016831051,0.008866278133623395,0.2464342807936556,313.0282697288681,2902.199801270341,8.356384522919807
copper,recycled,ship,Cu-PHC,1262.7684133972639,532.347628922085,728.1746118312523,1495.9856100300528,0.7782095655560748,0.3447601872692956,0.06395789681913955,532.4022405586337,2646.958987578492,27.040139530128908
copper,recycled,ship,Cu-DHP,729.3869466009909,770.6433993650401,101.42147897012069,1695.3759731063049,0.7588052387064126,0.4828714545562436,0.5372034865910831,199.66463739454144,3415.917330880149,53.20487914759629
aluminium,raw,truck,6061,3278.881017780402,1495.7377713507617,884.3564921415713,759.0131079188056,0.9293876426142325,0.18443350559680305,0.8458996459615251,1510.2819166650818,5436.10378881961,46.31754435798185
aluminium,raw,ship,5052,1435.0253943276116,1308.524714655202,127.34162195901625,600.2755150494972,0.8259000516905335,0.4921655058552058,0.40663505562305247,189.28507713641946,5313.584319864856,48.36925942731584
copper,raw,truck,Cu-PHC,3144.636582293957,1340.8570868132065,741.4783792863258,1779.9990491198375,0.5943792389670519,0.3384858585692687,0.7830674701590162,1103.2600076952708,5460.25202784634,47.5696719411703
copper,raw,rail,Cu-ETP,1005.6401687704354,1051.2863735033661,141.63237033515549,1998.7362150634308,0.5315083894376854,0.4550896661064078,0.8363960072839958,342.5922006387053,4464.052286074431,58.58593140937973
copper,recycled,ship,Cu-PHC,1993.9391214471625,594.4861807608256,339.6211294546031,1344.00374292698,0.7121818943406735,0.34745775057859396,0.4544035588198637,314.7116504404525,2901.5421609308864,47.31706470763963
copper,recycled,rail,Cu-PHC,4017.346511239612,345.31996149414454,547.4821632008977,1980.0614238284697,0.5078053111288646,0.6284678497868001,0.5909550659404736,316.3150854082436,2418.506313534514,62.36636811879633
copper,recycled,rail,Cu-ETP,2466.7318482898445,670.7199926472219,477.9448168134144,1323.3328928258009,0.6591486929166679,0.04289701099357168,0.5339122985389401,455.1499594892818,3254.263943752736,20.4290600785473
copper,raw,ship,Cu-ETP,3324.8543670380136,1299.5146597297662,272.6525031409095,1469.5859412955715,0.6840107347196128,0.17090528994427356,0.9391958616345015,488.58610612490816,6033.144575396749,47.121243918066625
copper,raw,truck,Cu-OF,3413.560733354957,1127.20452598367,400.43342053831367,783.4254430715922,0.687794437004962,0.4327508691109996,0.7255056850917613,496.2440345887448,4988.4102134294835,52.31438695265895
copper,raw,ship,Cu-DHP,4296.897697942821,1472.6536681926443,754.9357330548703,871.6054185281164,0.9896750121619464,0.3562967155518567,0.925342810770113,1146.7990299080384,5479.064926312268,62.880146922961515
aluminium,recycled,rail,1100,1962.152574829886,1024.501352889241,702.3313833216835,296.8299713388963,0.6519504384862341,0.39163195595381706,0.22000997806197187,736.5109291588758,3776.8827415840988,29.494122793455706
copper,recycled,rail,Cu-ETP,3592.830031621329,724.7645494439969,164.63312538752413,1647.2725293825952,0.6326137476893106,0.8037606948804797,0.31023685183267047,219.75780774601893,3163.2091185346007,60.855788010459975
aluminium,raw,ship,6061,4827.271131707746,1628.1912446962456,772.5842430155977,1862.8074714655281,0.5646904655337706,0.8863316582473657,0.07091347318006769,1413.2503301416364,6397.919112289047,52.703845011397874
copper,recycled,truck,Cu-PHC,3786.0950046104062,451.44102896529074,147.7412930773255,1250.6418860512829,0.7555044178413064,0.24866878349757005,0.4999079566958077,173.42815864800318,2371.1837607645293,45.95598511761715
copper,raw,truck,Cu-OF,2704.4171452298506,1294.0891386530693,588.633750189806,693.8581438063429,0.5768371531068104,0.8363910602863055,0.8739236793859108,739.9655795117487,5074.942860005907,88.28650562039859
aluminium,raw,rail,2024,3338.2285002136814,1318.9237591413118,334.05647323797155,316.4924874949889,0.8081473563653923,0.4587898652903578,0.3268466971307157,388.58580922870544,5263.671304266689,43.54923144884405
copper,recycled,rail,Cu-ETP,3828.573039933987,386.40193435189326,628.921114803837,537.6608971135768,0.5775798894691748,0.2738206192862208,0.1282821069493315,238.97578301797418,1588.051505917031,25.04965838715831
aluminium,raw,truck,5052,3255.240945622426,1799.6807365215482,335.19555634681166,518.2667374951682,0.7883366588796006,0.9854560710046784,0.06844625492905299,517.1475858356075,6553.130862428416,59.89211348910665
copper,recycled,ship,Cu-PHC,575.0411607042762,673.4255588839045,986.4621726632479,1230.9204894855104,0.9131346195873131,0.8248017914341673,0.44750027252365454,675.4547445091176,3130.010047244623,74.994458906365
copper,raw,rail,Cu-DHP,1376.4807395925163,1158.5927235943143,378.7553653547787,1890.6245560735729,0.5212623167595463,0.994253319086536,0.1640217446287633,616.8078776432677,5386.548670022324,65.877662927203
aluminium,recycled,truck,1100,4147.106977469597,672.8987137303708,317.76457210704643,106.0610550463831,0.709873487459103,0.16819078442825464,0.3461040288851035,233.59619417629307,2273.1033704156653,32.79963555070075
copper,recycled,rail,Cu-PHC,1726.927912906181,662.3522661973365,350.6187618238114,12.03437619295151,0.7305244836094178,0.14384267394785866,0.8199798080824369,206.05557300841355,2361.742293608581,39.80573061993586
aluminium,recycled,ship,1100,3792.0295380251027,529.7561049320517,906.8255715333659,1204.3620691855078,0.8955360717390561,0.5033779529442393,0.38404738275752437,575.2506708221794,2559.406298304629,49.141974407409414
copper,raw,truck,Cu-ETP,2174.540968587644,956.808594302877,672.5969458024102,575.2803195386333,0.7339578159727721,0.6386437600345539,0.6098709182563558,632.9012381623611,3878.2619917825446,63.547573796664246
aluminium,raw,rail,5052,2848.479476710744,1219.7140186442377,757.6156876786988,1762.2912012545244,0.7837678932281601,0.17106009253335164,0.5021600558228149,1108.7600485306907,5530.6342662717225,31.688233676181195
aluminium,recycled,ship,1100,805.8798491873167,799.5018999575971,926.2094590849154,661.2281127325758,0.8956021267940355,0.8604306680885426,0.7185332929700363,681.0531333305248,3196.85858039558,72.01708373468334
copper,recycled,rail,Cu-OF,1315.515024723693,660.3639775123095,920.6852363605068,586.5778250524897,0.7798792464646453,0.5320134786633633,0.15616495898756877,750.9631661237468,2505.626469513877,33.25140719479935
copper,raw,ship,Cu-PHC,4807.386335836555,937.4878568146925,765.0512619208548,546.3261362244116,0.6791497067597911,0.4109418332206475,0.9204410364836187,867.0157559559499,3296.9028005753157,69.02392743089948
aluminium,raw,ship,5052,4505.621240511113,1632.73468049935,278.0419859571906,298.2571262638058,0.5429211388102911,0.6020536729270451,0.6436327975500353,411.19417831765105,5972.049804707113,55.42443706871492
copper,raw,truck,Cu-OF,3435.237999045726,1038.2370429087387,859.0359886075049,1167.24564381145,0.8649578147562889,0.6349537129722892,0.27095373158010727,888.7523961835481,4258.870708947481,53.39552438315728
copper,recycled,ship,Cu-ETP,2568.400688235818,711.1208722619197,283.39843077195735,344.74506864507794,0.9355690750810776,0.042783280983794136,0.12325370813805903,253.17239165353152,2623.6560110426553,20.49704123077077
copper,raw,rail,Cu-OF,3540.925818028507,1489.1382840211472,768.6089326885888,855.0160079826788,0.9850322685100821,0.9998926667050493,0.14972556414619032,993.3753499716123,6046.885490532849,68.74763613390394
aluminium,raw,ship,5052,3283.7463009227254,1614.6635220323108,717.042759890387,927.3343839887413,0.9632999403857841,0.3639195768044755,0.7826629268961081,1316.8328594154545,5916.316904109469,63.775430994669144
aluminium,recycled,ship,6061,3058.4851502207543,1029.915831754165,782.9999651264019,50.77917328716917,0.8987089544166244,0.06154264690989619,0.588110053312958,815.4520868652606,3609.5234625873654,30.677524544728822
aluminium,raw,truck,1100,766.2968233859382,1768.9191040458404,579.4171126424342,43.44648684407357,0.821735966122864,0.8523231747755152,0.38075829071818335,808.6677518070286,6762.614859200545,67.68400862525502
aluminium,raw,ship,1100,3347.611747976781,1492.0506290113894,674.8535640242976,1045.2232506260902,0.8907300729153191,0.9930186792123122,0.33290084618688,996.7748996927459,5665.612892452427,74.77038043478416
aluminium,raw,ship,1100,3960.1402005702575,1621.394987651824,957.9880723908298,1395.1091171359733,0.716041856426034,0.8163585092160902,0.8557580044005302,1505.500175431215,6640.162475111123,82.3249419298396
aluminium,recycled,rail,5052,4973.36744590509,1011.181552133505,190.9797347567934,1884.8635397380053,0.7973881073954174,0.8518824898598457,0.874762523781461,301.20867105733623,4580.487468980715,85.0629066726059
